,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No Service,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3407,0,1,1,0,1.4119046028175468,1,0,1,1,1,1,1,1,1,-1.4812829208700486,-0.4483627240580584,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5905,1,0,0,0,-1.2781075151991979,1,0,0,1,0,0,0,1,1,0.6737623981113068,-0.9674206231046465,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5379,0,0,1,0,0.963569249814756,1,1,1,0,0,0,1,1,1,1.105103262572548,1.3173946574827542,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4055,1,0,0,0,0.8820537310869759,0,0,1,1,0,0,0,1,0,-0.6136241819730132,0.06666361454858546,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5882,0,0,1,1,-0.748256643468627,1,0,1,1,1,1,1,1,1,-1.492895944144005,-0.8887060577936045,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2966,0,1,0,0,-0.748256643468627,0,0,0,0,0,0,1,1,1,-0.6086471719984605,-0.7084754787816722,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2233,1,0,0,0,0.8820537310869759,1,0,1,1,0,1,1,0,1,0.17274339400632674,0.7061395975554747,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5777,1,0,1,0,1.615693399636997,1,1,1,1,1,1,0,0,0,0.11467827763654426,1.1138779616127834,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5156,1,0,0,0,-0.6259833653769568,1,0,1,1,0,0,0,0,0,-0.28514152365252954,-0.5876388175079343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
798,0,0,1,1,-1.2781075151991979,1,0,1,1,1,1,1,1,0,-1.4829419241948996,-0.9960601234976928,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2155,0,0,1,0,-0.09613249364638582,1,1,0,0,0,0,0,1,1,0.6737623981113068,0.15139247494216723,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2091,0,0,0,1,0.7190226936314156,1,0,1,1,1,1,1,1,0,-1.4779649142203468,-0.5771082935172605,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1400,1,0,0,1,-1.1965919964714178,1,0,1,1,1,1,1,1,0,-1.4846009275197505,-0.9791848486507131,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1425,1,0,1,0,-0.8297721621964071,1,0,0,0,1,1,1,1,1,0.3137586766186556,-0.678205729904714,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
927,0,0,0,0,-0.789014402832517,1,0,0,1,1,0,0,0,1,0.5460191420977856,-0.5852815663217376,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3035,0,1,1,0,-0.29992129046583615,1,0,0,0,0,0,0,0,1,0.1528353541081153,-0.20600645957813327,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
346,0,0,0,0,-1.2373497558353077,1,0,0,0,0,0,1,1,1,0.8529347571952072,-0.9307620626015473,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6675,0,0,0,0,0.1484140625369546,1,1,0,1,0,1,0,1,1,0.19928744720394148,0.10191223041695018,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1047,1,0,0,0,-1.1965919964714178,1,0,0,0,0,1,0,0,1,-0.4792449126600881,-0.9377677250053845,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2197,1,0,1,0,1.3711468434536567,1,1,0,0,0,1,0,1,0,-0.027996008300635693,0.874143312938068,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1423,1,0,1,0,-0.7074988841047369,1,1,0,0,1,0,1,1,1,1.2079614687133053,-0.34217626875460966,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
681,0,0,1,1,1.1673580466342064,1,0,0,0,1,1,1,1,1,0.30214565334469884,1.0289948885247777,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2264,1,0,0,0,1.534177880909217,1,1,1,1,1,1,1,1,1,1.6675053896970127,2.3927638364718082,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4141,0,1,0,0,0.10765630317306454,0,0,0,0,1,0,1,0,1,-0.8243176042290811,-0.3727764734053338,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5603,0,0,0,0,-1.2781075151991979,1,0,1,0,0,0,0,0,1,-0.5339920223801687,-0.9834587433247525,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
87,0,0,1,1,0.6375071749036355,1,0,1,1,1,1,1,1,0,-1.4613748809718374,-0.5391499403040152,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
465,1,0,0,0,1.534177880909217,0,0,0,0,0,1,0,1,1,-0.8176815909296775,0.2287191260033923,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2582,0,0,0,1,-0.8297721621964071,1,1,0,1,1,0,1,1,1,1.3473177480007834,-0.44281106705879086,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3856,1,0,1,0,1.1673580466342064,1,1,0,1,1,1,1,1,1,1.6393023331745467,2.137607918354683,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1786,0,0,0,0,0.22992958126473476,1,0,0,1,1,1,0,0,1,0.6488773482385428,0.43349155381367355,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5724,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,0.22085449042700325,-0.9734349181871862,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1582,0,0,1,1,0.963569249814756,1,1,1,0,0,0,1,0,0,0.016797081470339408,0.5426080503111801,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3050,0,0,0,0,-1.1150764777436375,1,0,0,0,0,1,0,1,1,0.6870344247101144,-0.8172174587355773,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6058,1,0,1,0,-0.8705299215602972,1,0,0,0,0,0,0,0,1,-0.6235782019221189,-0.7749191196935397,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6704,0,0,1,1,1.0858425279064263,1,1,0,1,1,0,1,1,1,1.3755208045232494,1.7516576049810073,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5480,0,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,-0.6401682351706282,-0.9848686879594869,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3439,1,1,1,0,1.615693399636997,1,1,0,1,1,0,1,1,1,1.3091606715292123,2.3833788924968564,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
157,1,0,1,1,-0.42219456855750637,1,0,1,1,1,1,1,1,0,-1.4779649142203468,-0.8198611049257046,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
351,1,0,0,1,-0.6259833653769568,1,0,0,0,0,0,0,0,0,-0.6667122883682429,-0.7046421918059875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3685,1,0,1,0,0.7190226936314156,0,0,1,0,0,1,1,0,1,-0.6716892983427957,-0.04062436000074962,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6114,1,0,0,0,-0.9928031996519674,1,0,0,1,0,1,1,0,1,0.06490817789101641,-0.7753376970069765,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6505,1,0,1,1,0.963569249814756,1,0,1,1,1,0,0,0,1,-0.162375277613561,0.5185068092111856,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1215,0,0,1,1,-1.1965919964714178,1,0,0,0,0,0,0,1,1,0.5178160855753194,-0.8946983224912265,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1740,1,0,1,1,0.3114450999925149,1,0,1,1,1,1,1,1,1,-1.4696698975960922,-0.6764873598811312,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2860,1,1,0,0,1.4119046028175468,1,1,0,0,1,0,1,1,1,1.2179154886624113,2.0093470173636714,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4950,0,0,1,0,-1.1558342371075276,1,1,0,1,0,0,1,0,1,0.8944098403164804,-0.8438742244860281,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4378,0,0,1,0,1.4119046028175468,1,0,1,1,1,1,1,1,1,-1.4547388676724338,-0.42000961866894243,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1539,0,0,1,1,-1.1558342371075276,1,0,1,0,0,0,0,0,0,-0.4775859093352373,-0.9092163461520093,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
743,0,0,1,1,1.1673580466342064,1,1,1,1,1,1,1,1,1,-1.3469036515571233,-0.3212253726978504,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5821,0,0,1,0,1.4934201215453269,1,1,1,1,1,1,1,1,1,-1.2739075052636828,-0.22783857103160163,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
84,0,0,1,0,0.6782649342675255,1,0,1,1,1,1,1,1,1,-1.4779649142203468,-0.576006774271374,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6461,1,0,1,0,0.6782649342675255,1,0,0,1,0,0,1,0,1,0.6837164180604123,0.8888375796781923,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2985,0,0,0,0,0.10765630317306454,1,1,1,1,1,1,1,1,1,1.6094402733272302,0.7196882842798774,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2189,1,0,1,1,1.4934201215453269,1,1,1,1,1,1,1,1,0,-1.335290628283167,-0.24782013015198084,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2805,0,0,1,0,1.1266002872703162,1,0,1,1,0,1,0,0,0,-0.16071627428870994,0.5299626093684041,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4290,0,0,1,1,-1.2781075151991979,0,0,0,0,0,1,1,0,0,-0.8160225876048265,-0.9872039087607661,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3058,0,0,0,1,-0.6259833653769568,1,1,0,0,1,0,0,0,1,-0.2934365402767842,-0.591802560257385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4930,0,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,-0.6683712916930941,-0.9852432045030882,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5325,1,0,1,1,-1.1150764777436375,1,0,1,1,1,1,1,1,0,-1.4646928876215395,-0.9610538418634231,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2605,0,0,0,0,-0.789014402832517,1,0,1,1,1,1,1,1,1,-1.4696698975960922,-0.8897414858847377,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6970,1,0,0,0,-1.1558342371075276,1,1,0,0,0,0,0,0,1,0.3203946899180589,-0.8879570247064018,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2522,1,0,1,1,0.8412959717230858,1,1,0,0,1,1,1,1,1,0.46638698250494076,0.7322015429131467,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2117,0,0,1,1,1.615693399636997,0,0,1,1,1,1,1,1,0,-0.008087968402424511,0.9901993806846587,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3996,1,0,0,0,-0.34067904982972624,1,0,1,1,1,1,1,1,0,-1.4580568743221356,-0.7902742979811961,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6784,0,0,0,0,-0.5444678466491766,1,1,1,1,1,1,1,1,0,-1.3269956116589123,-0.7996151811863127,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1373,1,0,0,1,-1.2781075151991979,1,0,1,1,1,1,1,1,0,-1.4879189341694523,-0.996126214652446,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1297,0,0,0,0,-1.1150764777436375,1,1,0,0,0,0,0,0,0,0.36186977303933215,-0.827527678877074,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5517,1,1,1,1,1.5749356402731072,1,0,1,1,1,0,0,0,1,0.7301685111562384,1.7177969033624596,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
167,1,0,1,0,1.615693399636997,1,1,1,1,1,1,1,1,1,0.8081416674242319,1.7508865415088868,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4984,0,0,0,0,0.39296061872029503,1,0,1,1,1,0,0,0,0,-0.16735228758811374,0.11275117979647249,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5793,1,0,0,0,-0.748256643468627,1,1,0,1,0,0,0,0,1,-0.3050495635507407,-0.6666838385927423,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1488,1,0,0,0,-1.2781075151991979,1,0,1,0,0,0,0,0,0,-0.4460648461630696,-0.9822911329241129,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6273,0,1,0,0,-1.2373497558353077,1,0,0,0,0,0,0,0,1,0.19762844387909065,-0.9421517716040125,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4513,0,1,1,1,1.615693399636997,1,1,1,1,1,1,1,1,0,0.9209538935140952,1.8327514518631638,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5333,0,0,1,1,-0.789014402832517,1,0,0,0,0,0,1,1,0,0.7849156208763187,-0.46609718391682936,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3483,0,0,0,0,-0.5852256060130667,1,0,0,1,1,0,0,0,0,0.4348659193327731,-0.40626265848028026,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6262,0,0,0,0,0.5152338968119653,1,1,1,1,0,0,0,1,0,1.0636281794512747,0.9526375743999326,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6311,0,1,0,0,0.922811490450866,1,1,0,0,1,0,1,1,1,1.1764404055411382,1.378705218708791,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1446,1,0,0,1,-1.2781075151991979,1,1,0,0,0,0,0,0,1,-0.48588092595949195,-0.9828198621621382,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1074,1,0,0,0,-1.2781075151991979,1,0,1,1,1,1,1,1,0,-1.4464438510481792,-0.9955754550295028,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3269,1,0,0,0,1.3303890840897667,1,1,1,1,1,1,1,1,0,-1.3236776050092105,-0.29948138278405284,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5647,0,0,1,0,0.5559916561758553,1,0,0,1,0,0,1,1,1,0.1461993408087115,0.3909729109224586,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4414,0,0,0,1,-0.46295232792139646,1,0,1,1,1,1,1,1,0,-1.4580568743221356,-0.8056294762688524,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4314,1,1,0,0,-0.34067904982972624,1,1,0,1,0,0,1,1,1,1.2129384786878583,0.07027659767509298,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6020,0,0,1,1,0.06689854380917447,0,0,1,0,1,1,1,1,0,-0.11426418119288399,-0.12665301310447713,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2778,0,0,0,0,-0.789014402832517,1,0,0,1,0,0,0,0,1,0.33034870986716486,-0.5791350889296915,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6710,0,0,1,1,0.6375071749036355,1,0,1,0,1,1,1,0,0,0.16610738070692294,0.3273711896649781,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1487,0,0,0,0,0.963569249814756,1,1,0,1,1,0,1,1,1,1.3970878477463113,1.601057893683419,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2571,0,0,1,1,0.39296061872029503,1,0,0,0,1,1,1,1,1,1.1847354221653927,0.8913490435588133,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4787,0,0,1,0,-1.1558342371075276,1,0,1,1,0,0,0,0,0,-0.33159361674835547,-0.9013074379665449,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3388,0,0,1,0,1.3303890840897667,1,0,1,0,1,0,0,0,1,-0.3166625868246972,0.6135458897462641,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5631,1,0,1,0,-1.1965919964714178,0,0,0,0,0,0,0,0,0,-1.3170415917098068,-0.9703947250685397,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1295,0,0,1,1,1.534177880909217,1,1,1,0,0,1,1,1,1,0.5277701055244249,1.4009338770907784,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1600,1,1,0,0,-1.2781075151991979,1,1,0,0,1,0,1,0,1,0.7998466507999772,-0.965746313850899,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1964,1,0,0,0,1.3711468434536567,1,0,1,1,0,0,0,0,1,-0.3282756100986538,0.5221418227226107,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5001,1,0,0,0,-0.5444678466491766,1,0,0,0,1,1,0,0,1,-0.32163959679924997,-0.543776321136738,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5548,1,0,1,0,1.534177880909217,1,1,1,1,1,1,1,1,0,-1.3419266415825706,-0.2451985143467712,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3611,1,0,0,0,0.35220285935640494,1,0,0,1,0,1,1,1,1,1.1598503722926288,0.8546464222858788,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4001,1,0,1,1,0.5152338968119653,1,1,0,1,1,1,1,1,1,1.494969043912516,1.154391839476485,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6657,0,0,1,0,0.6782649342675255,1,0,1,1,1,1,1,1,0,-1.468010894271241,-0.6079288020171618,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5597,1,1,0,0,-0.42219456855750637,1,1,0,0,0,1,1,0,1,0.8562527638449089,-0.16304720898856376,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
373,0,0,1,1,0.963569249814756,1,1,0,1,1,1,0,1,1,1.1631683789423306,1.466231937986924,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5006,0,0,0,0,-0.7074988841047369,1,1,1,0,0,0,0,0,1,-0.2984135502513369,-0.6084134704853519,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5078,0,0,1,1,1.4119046028175468,1,1,1,0,1,1,0,1,1,1.1797584121908398,1.9423526168288603,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1168,1,0,1,1,-1.2781075151991979,1,0,1,1,1,1,1,1,0,-1.494554947468856,-0.9962143361921169,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
308,1,1,1,1,0.22992958126473476,1,1,0,1,0,0,1,1,0,1.2096204720381567,0.6438156386232222,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1046,0,0,0,0,0.8005382123591958,1,1,1,0,1,1,1,0,0,0.3087816666441026,0.7036501640597714,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2505,0,0,1,1,0.06689854380917447,1,0,1,1,1,1,1,1,1,-1.4796239175451977,-0.7043337664171394,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3707,1,0,1,1,1.4934201215453269,1,0,1,1,1,1,1,1,0,-1.4862599308446014,-0.4070998131071539,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6385,1,0,0,1,-1.1558342371075276,1,1,0,1,0,0,1,1,1,1.2278695086115168,-0.8442487410296295,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1768,0,0,0,0,1.2488735653619865,1,0,0,0,1,0,0,1,0,-0.2038503607348342,0.5387967937204131,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6492,1,0,1,0,-0.34067904982972624,1,0,1,1,1,1,1,1,0,-1.4912369408191541,-0.7919926680047787,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3395,1,0,0,0,1.2081158059980965,1,1,1,1,1,0,0,0,0,0.8628887771443127,1.4565605990080415,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1281,0,0,0,0,0.1484140625369546,1,0,1,1,1,1,1,1,1,-1.5078269740676635,-0.7053471641233549,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4510,0,0,0,0,0.22992958126473476,1,1,0,1,0,1,0,1,0,0.11467827763654426,0.16551395167443092,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5198,0,1,1,0,0.5967494155397454,1,1,1,0,0,0,0,0,0,0.5194750889001702,0.6808266852850051,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1039,1,0,1,0,0.22992958126473476,1,0,1,1,0,0,0,0,1,0.48961302905285387,0.3227007480624198,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5075,0,0,1,1,0.39296061872029503,1,0,0,0,1,0,1,1,1,0.9109998735649897,0.7026587967384736,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
812,0,0,1,0,0.39296061872029503,1,1,1,1,1,1,1,1,0,-1.308746575085552,-0.5165908261482618,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
65,0,0,0,0,-1.1965919964714178,1,0,0,1,0,1,1,1,1,0.35191575309022666,-0.8973199382964362,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
965,1,1,0,0,-0.9928031996519674,1,0,1,0,0,1,1,1,0,1.1814174155156907,-0.6381324597393669,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1421,1,1,0,0,-0.9520454402880774,1,1,0,0,0,0,0,1,1,0.6538543582130958,-0.6821271384200696,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3386,0,0,1,0,1.0450847685425362,1,1,1,0,0,1,0,1,1,0.1229732942607989,0.7453316523241126,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1181,1,1,0,0,-0.46295232792139646,1,0,0,0,1,0,1,0,1,-0.15408026098930636,-0.46021507114379595,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4087,0,0,0,0,-0.9112876809241872,1,0,1,1,1,1,1,1,1,-1.4530798643475829,-0.8960421759712079,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5904,0,0,0,0,1.534177880909217,1,1,0,1,0,0,1,1,0,1.134965322419865,2.0082675285027025,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4160,1,0,0,0,-0.2591635311019461,1,0,1,0,0,1,1,1,0,0.3419617331411212,-0.16403857630986152,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3841,1,1,1,0,0.1484140625369546,1,1,0,1,0,0,1,1,1,1.0553331628270202,0.5090998348513158,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4004,1,0,1,0,1.615693399636997,1,1,1,1,1,1,0,0,1,0.10306525436258747,1.1120935004344472,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1721,0,0,0,0,-0.9520454402880774,1,0,1,0,0,0,0,0,1,0.31707668326835725,-0.7230375632122903,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
486,0,0,0,0,-0.7074988841047369,1,1,0,1,0,0,1,1,1,1.1764404055411382,-0.3814123842930831,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6410,0,1,0,0,1.2488735653619865,1,1,1,1,1,1,1,0,0,0.6074022651172697,1.305255915393086,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2864,1,0,0,0,-1.1558342371075276,1,0,0,1,0,1,1,0,1,-0.031314014950337594,-0.9052068160969828,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5007,1,0,0,0,-0.29992129046583615,1,0,1,1,1,1,1,1,0,-1.4630338842966883,-0.7662832088057903,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2755,1,0,1,0,0.5559916561758553,1,0,1,1,1,1,1,1,0,-1.496213950793707,-0.6298270046253834,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2276,0,1,1,0,0.47447613744807515,1,1,0,0,1,1,1,1,0,1.3091606715292123,0.9759457216428886,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
921,1,0,0,0,-0.8297721621964071,1,0,1,1,1,1,1,1,0,-1.468010894271241,-0.8923631016899474,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
322,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,-0.6600762750688394,-0.9851330525784996,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
248,1,0,0,0,-1.2781075151991979,1,0,1,0,0,0,0,0,1,-0.5356510257050198,-0.98348077370967,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5437,0,1,0,0,-0.5037100872852865,1,1,0,0,0,0,0,1,1,-0.10265115791892745,-0.48744462690210777,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6768,0,0,1,1,1.615693399636997,1,1,1,1,1,1,1,1,0,1.7521145592644098,2.815240528039077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
